Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text
reward_exp20000Desc,items,Item,,,Grants the player with 20 000 experience.,
reward_exp25000,items,Item,,,Experience Card (25 000),
reward_exp25000Desc,items,Item,,,Grants the player with 25 000 experience.,
reward_exp50000,items,Item,,,Experience Card (50 000),
reward_exp50000Desc,items,Item,,,Grants the player with 50 000 experience.,
reward_exp75000,items,Item,,,Experience Card (75 000),
reward_exp75000Desc,items,Item,,,Grants the player with 75 000 experience.,
reward_exp100000,items,Item,,,Experience Card (100 000),
reward_exp100000Desc,items,Item,,,Grants the player with 100 000 experience.,
reward_exp125000,items,Item,,,Experience Card (125 000),
reward_exp125000Desc,items,Item,,,Grants the player with 125 000 experience.,
reward_exp150000,items,Item,,,Experience Card (150 000),
reward_exp150000Desc,items,Item,,,Grants the player with 150 000 experience.,
reward_exp175000,items,Item,,,Experience Card (175 000),
reward_exp175000Desc,items,Item,,,Grants the player with 175 000 experience.,
reward_exp200000,items,Item,,,Experience Card (200 000),
reward_exp200000Desc,items,Item,,,Grants the player with 200 000 experience.,
reward_exp250000,items,Item,,,Experience Card (250 000),
reward_exp250000Desc,items,Item,,,Grants the player with 250 000 experience.,
reward_actionPickaxeLevel,items,Item,,,Action Skill: Pickaxes (1),
reward_actionPickaxeLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Pickaxes.,
reward_actionPickaxeLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Pickaxes,
reward_actionAxeLevel,items,Item,,,Action Skill: Axes (1),
reward_actionAxeLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Axes.,
reward_actionAxeLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Axes,
reward_actionShovelLevel,items,Item,,,Action Skill: Shovels (1),
reward_actionShovelLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Shovels.,
reward_actionShovelLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Shovels,
reward_actionWrenchingLevel,items,Item,,,Action Skill: Wrenching (1),
reward_actionWrenchingLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Wrenching.,
reward_actionWrenchingLevelTutorial,items,Item,,,Granted 1 Level for Action Skill: Wrenching,
reward_actionPowerToolsLevel,items,Item,,,Action Skill: Power Tools (1),
reward_actionPowerToolsLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Power Tools.,
reward_actionPowerToolsLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Power Tools,
reward_actionConstructionLevel,items,Item,,,Action Skill: Construction (1),
reward_actionConstructionLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Construction.,
reward_actionConstructionLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Construction,
reward_actionPistolsLevel,items,Item,,,Action Skill: Handguns (1),
reward_actionPistolsLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Handguns.,
reward_actionPistolsLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Handguns,
reward_actionShotgunsLevel,items,Item,,,Action Skill: Shotguns (1),
reward_actionShotgunsLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Shotguns.,
reward_actionShotgunsLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Shotguns,
reward_actionRiflesLevel,items,Item,,,Action Skill: Rifles (1),
reward_actionRiflesLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Rifles.,
reward_actionRiflesLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Rifles,
reward_actionMachineGunsLevel,items,Item,,,Action Skill: Machine Guns (1),
reward_actionMachineGunsLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Machine Guns.,
reward_actionMachineGunsLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Machine Guns,
reward_actionArcheryLevel,items,Item,,,Action Skill: Archery (1),
reward_actionArcheryLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Archery.,
reward_actionArcheryLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Archery,
reward_actionRoboticJunkLevel,items,Item,,,Action Skill: Robotic/Junk (1),
reward_actionRoboticJunkLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Robotic/Junk.,
reward_actionRoboticJunkLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Robotic/Junk,
reward_actionBluntWpnsLevel,items,Item,,,Action Skill: Blunt Weapons (1),
reward_actionBluntWpnsLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Blunt Weapons.,
reward_actionBluntWpnsLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Blunt Weapons,
reward_actionBladeWpnsLevel,items,Item,,,Action Skill: Blade Weapons (1),
reward_actionBladeWpnsLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Blade Weapons.,
reward_actionBladeWpnsLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Blade Weapons,
reward_actionThrownWpnsLevel,items,Item,,,Action Skill: Thrown Weapons (1),
reward_actionThrownWpnsLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Thrown Weapons.,
reward_actionThrownWpnsLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Thrown Weapons,
reward_actionFistWpnsLevel,items,Item,,,Action Skill: Fist Weapons (1),
reward_actionFistWpnsLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Fist Weapons.,
reward_actionFistWpnsLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Fist Weapons,
reward_actionLightArmourLevel,items,Item,,,Action Skill: Light Armour (1),
reward_actionLightArmourLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Light Armour.,
reward_actionLightArmourLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Light Armour,
reward_actionMediumArmourLevel,items,Item,,,Action Skill: Medium Armour (1),
reward_actionMediumArmourLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Medium Armour.,
reward_actionMediumArmourLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Medium Armour,
reward_actionHeavyArmourLevel,items,Item,,,Action Skill: Heavy Armour (1),
reward_actionHeavyArmourLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Heavy Armour.,
reward_actionHeavyArmourLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Heavy Armour,
reward_actionScavengingLevel,items,Item,,,Action Skill: Scavenging (1),
reward_actionScavengingLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Scavenging.,
reward_actionScavengingLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Scavenging,
reward_actionAthleticsLevel,items,Item,,,Action Skill: Athletics (1),
reward_actionAthleticsLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Athletics.,
reward_actionAthleticsLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Athletics,
reward_actionSwimmingLevel,items,Item,,,Action Skill: Swimming (1),
reward_actionSwimmingLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Swimming.,
reward_actionSwimmingLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Swimming,
reward_actionStealthLevel,items,Item,,,Action Skill: Stealth (1),
reward_actionStealthLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Stealth.,
reward_actionStealthLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Stealth,
reward_actionMedicineLevel,items,Item,,,Action Skill: Medicine (1),
reward_actionMedicineLevelDesc,items,Item,,,Grants the player with 1 level for Action Skill: Medicine.,
reward_actionMedicineLevelTooltip,items,Item,,,Granted 1 Level for Action Skill: Medicine,
packStarter,items,Item,,,Starter Pack,
packStarterDesc,items,Item,,,Welcome to War of the Walkers.  Use this item to unpack the items inside.,
vehicleFlatBoat,vehicles,vehicle,,,Flat Boat,
vehicleFlatBoatPlaceable,items,Item,,,Flat Boat,
vehicleFlatBoatPlaceableDesc,vehicles,Item,,,Swim if you like?,
vehicleDinghy,vehicles,vehicle,,,Dinghy,
vehicleDinghyPlaceable,items,Item,,,Dinghy,
vehicleDinghyPlaceableDesc,vehicles,Item,,,Fast boat but swim if you like?,
vehicleHindchassis,items,Part,,,Hind Chassis,
vehicleHindchassisDesc,items,Part,,,Parts needed to craft the Hind.\n\n[669966]Crafted at Mechanic Workbench[-],
vehicleHindaccessories,items,Part,,,Hind Accessories,
vehicleHindaccessoriesDesc,items,Part,,,Parts needed to craft the Hind.\n\n[669966]Crafted at Mechanic Workbench[-],
vehicleHind,vehicles,vehicle,,,Hind Helicopter,
vehicleHindPlaceable,items,Item,,,Hind Helicopter,
vehicleHindPlaceableDesc,vehicles,Item,,,Up Up and Away!!,
vehicleJetSki,vehicles,vehicle,,,Jetski,
vehicleJetSkiPlaceable,items,Item,,,Jetski,
vehicleJetSkiPlaceableDesc,vehicles,Item,,,Need for speed travel?,
vehicleFanBoat,vehicles,vehicle,,,Fan Boat,
vehicleFanBoatPlaceable,items,Item,,,Fan Boat,
vehicleFanBoatPlaceableDesc,items,Item,,,So you think you are safe in the water! Think again!,
FanBoatPropellerAssy,items,Item,,,Fan Boat Propeller,
FanBoatCabinAssy,items,Item,,,Fan Boat Cabin,
vehicleFanBoatHull,items,Item,,,Fan Boat Hull,
FanBoatCabinAssyDesc,items,Item,,,A part for crafting a Boat Cabin vehicle.\n\n[669966]Crafted at Workbench[-],
vehicleFanBoatAccessories,items,Part,,,Fan Boat Accessories,
TFPRaft,vehicles,vehicle,,,Raft,
TFPRaftPlaceable,items,Item,,,Raft,
TFPRaftPlaceableDesc,items,Item,,,A raft for sailing the seas of the seven days of hell.,
vehicleRaftFrame,items,Item,,,Raft Frame,
vehicleRaftSail,items,Item,,,Raft Sail,
vehicleRaftPartsDesc,items,Item,,,A part for crafting a raft.\n\n[669966]Crafted at Workbench[-],
vehicleDinghyFrame,items,Item,,,Dinghy Frame,
vehicleDinghyAccessories,items,Item,,,Dinghy Accessories,
vehicleDinghyPartsDesc,items,Item,,,A part for crafting a dinghy.\n\n[669966]Crafted at Workbench[-],
vehicleFlatBoatFrame,items,Item,,,Flat Boat Frame,
vehicleFlatBoatAccessories,items,Item,,,Flat Boat Accessories,
vehicleFlatBoatPartsDesc,items,Item,,,A part for crafting a flat boat.\n\n[669966]Crafted at Workbench[-],
vehicleJetSkiFrame,items,Item,,,Jetski Frame,
vehicleJetSkiAccessories,items,Item,,,Jetski Accessories,
vehicleJetSkiPartsDesc,items,Item,,,A part for crafting a jetski.\n\n[669966]Crafted at Mechanic Workstation[-],
apparelShadesDesc,items,Item,,,Sunglasses make you look cool and boost your run speed.,
apparelToughGuySunglassesDesc,items,Item,,,Look like a badass action hero in these cool tough guy sunglasses and boost your melee weapon speed!.,
apparelSkiGogglesDesc,items,Item,,,Ski Goggles pimp your look and boost your swimming speed.,
apparelNerdGlassesDesc,items,Item,,,"Wearing these nerdy looking glasses might not help your sex appeal but you can use melee tools faster, craft faster and gain more experience!.",
foodShamChowderDesc,items,Item,,,Sham Chowder makes you grow chest hair!,
toolPartsTungsten,items,Item,,,Tungsten Tool Parts,
toolPartsAdvancedMotor,items,Item,,,Advanced Motor Tool Parts,
meleeWpnTungstenSledgehammerParts,items,Item,,,Tungsten Sledgehammer Parts,
meleeWpnTungstenClubParts,items,Item,,,Tungsten Club Parts,
meleeWpnTungstenSpearParts,items,Item,,,Tungsten Spear Parts,
meleeWpnTungstenMacheteParts,items,Item,,,Tungsten Machete Parts,
meleeWpnTungstenBatonParts,items,Item,,,Tungsten Baton Parts,
wotwCasinoGameToken,items,Item,,,Casino Game Token,
wotwCasinoGameTokenDesc,items,Item,,,Use this at a slot machine.  Equip it and use the secondary action key.,
casinoCoinBundle,items,Item,,,Casino Game Bundle,
casinoCoinBundleDesc,items,Item,,,Your winnings from using a slot machine.  Open it to find out how much you won.,
gunPartsGroupDesc,items,Gun,,,"Scrap advanced armor, tools and weapons to acquire these items. Use them to craft new items.\n\n[669966]Crafted at Tool Workstation[-]",
drinkJarEmptyDesc,items,Food,,,An empty glass jar can be filled at water sources using the secondary action or used in other recipes.\n\n[669966]Crafted at Stone Forge[-],
resourceCementDesc,items,Item,,,Cement is used to craft concrete mix. This requires a cement mixer.\n\n[669966]Crafted at Stone Forge[-],
ammoDartIronDesc,items,Ammo,,,Used as ammunition for traps.\n\n[669966]Crafted at Ammo Forge[-],
resourceArrowHeadIronDesc,items,Item,,,An iron broadhead tip used to craft iron arrows and bolts.\n\n[669966]Crafted at Ammo Forge[-],
resourceArrowHeadSteelAPDesc,items,Item,,,A bodkin arrowhead made from steel. Used to craft armor-piercing arrows and bolts.\n\n[669966]Crafted at Ammo Forge[-],
resourceBuckshotDesc,items,Ammo,,,Buckshot used to make shotgun ammo. Can be crafted at a forge with clay and lead.\n\n[669966]Crafted at Ammo Forge[-],
resourceBulletCasingDesc,items,Item,,,Bullet casings can be crafted at the forge and are used to craft firearm ammunition.\n\n[669966]Crafted at Ammo Forge[-],
resourceBulletTipDesc,items,Item,,,Bullet tips can be crafted at the forge and are used to craft firearm ammunition.\n\n[669966]Crafted at Ammo Forge[-],
resourceRocketCasingDesc,items,Item,,,A rocket casing is used to make ammo for the rocket launcher.\n\n[669966]Crafted at Ammo Forge[-],
resourceRocketTipDesc,items,Item,,,A rocket tip is used to make ammo for the rocket launcher.\n\n[669966]Crafted at Ammo Forge[-],
drinkCanEmptyDesc,items,Food,,,An empty can which you can scrap or use in crafting.\n\n[669966]Crafted at Forge or Tungsten Forge[-],
resourceForgedIronDesc,items,Item,,,"Can be crafted at the forge and be used to craft, repair and upgrade a variety of things.\n\n[669966]Crafted at Forge or Tungsten Forge[-]",
resourceForgedSteelDesc,items,Item,,,Can be crafted at the forge after installing a crucible upgrade. Steel is used to make some of the strongest items.\n\n[669966]Crafted at Forge or Tungsten Forge[-],
resourceMetalPipeDesc,items,Item,,,A rather ordinary short iron pipe. Can be used in a variety of recipes.\n\n[669966]Crafted at Forge or Tungsten Forge[-],
resourceNailDesc,items,Item,,,"Nails are used to build furniture, large storage crates and as ammo for the nail gun.\n\n[669966]Crafted at Forge or Tungsten Forge[-]",
toolAnvilDesc,items,Item,,,A tool that can be installed in a forge. It increases the crafting speed of that forge.\n\n[669966]Crafted at Forge or Tungsten Forge[-],
toolCookingGrillDesc,items,Item,,,A cooking utensil used in the campfire to unlock recipes.\n\n[669966]Crafted at Forge or Tungsten Forge[-],
toolCookingPotDesc,items,Item,,,A cooking utensil used in the campfire to unlock recipes.\n\nGreatly speeds up cooking Bottled Murky Water.\n\n[669966]Crafted at Forge or Tungsten Forge[-],
foodCornMealDesc,items,Food,,,Cornmeal is used in several recipes at the campfire but you can just eat it.\n\n[669966]Crafted at Mortar & Pestle[-],
wotwLegacyLockpickEnable,items,Item,,,Vanilla Lockpick (Enable),
wotwLegacyLockpickEnableDesc,items,Item,,,Use this item to re-enable vanilla lockpicking (With a timer).,
wotwLegacyLockpickDisable,items,Item,,,Vanilla Lockpick (Disable),
wotwLegacyLockpickDisableDesc,items,Item,,,Use this item to re-enable the lockpicking minigame.,
wotwQuestItemT2TraderCarePackage,items,Item,,,Trader Care Package (T2),
wotwQuestItemT2TraderCarePackageDesc,items,Item,,,A trader care package.  Return to trader for a reward.,

modArmorAdvancedMuffledConnectorsDesc,item_modifiers,mod,,,Greatly reduced noise from armor.\n\n[669966]Crafted at Tool Workstation[-],
modArmorBandolierDesc,item_modifiers,mod,,,Reload 15% faster.\nThe effect does not stack but it can be installed into any chest or leg armor.\n\n[669966]Crafted at Tool Workstation[-],
modArmorCoolingMeshDesc,item_modifiers,mod,,,This armor modification adds insulation against harsh hot weather.\n\n[669966]Crafted at Tool Workstation[-],
modArmorCustomizedFittingsDesc,item_modifiers,mod,,,Greatly decreases movement and stamina penalties from armor.\n\n[669966]Crafted at Tool Workstation[-],
modArmorDoubleStoragePocketDesc,item_modifiers,mod,,,Decrease encumbrance penalty by 2 by installing this modification into your armor.\n\n[669966]Crafted at Tool Workstation[-],
modArmorHelmetLightDesc,item_modifiers,mod,,,A light source that can be installed into any head armor. Use your Light Source action (F) to activate.\n\n[669966]Crafted at Tool Workstation[-],
modFuelTankSmallDesc,item_modifiers,mod,,,Increases tank size by 50% for chainsaws and augers.\n\n[669966]Crafted at Tool Workstation[-],
modFuelTankLargeDesc,item_modifiers,mod,,,Increases tank size by 100% for chainsaws and augers.\n\n[669966]Crafted at Tool Workstation[-],
modArmorImpactBracingDesc,item_modifiers,mod,,,Reduces fall damage.\n\n[669966]Crafted at Tool Workstation[-],
modArmorImprovedFittingsDesc,item_modifiers,mod,,,Decreases movement and stamina penalties from armor.\n\n[669966]Crafted at Tool Workstation[-],
modArmorInsulatedLinerDesc,item_modifiers,mod,,,This armor mod gives you insulation from the cold.\n\n[669966]Crafted at Tool Workstation[-],
modArmorMuffledConnectorsDesc,item_modifiers,mod,,,Reduces noise from armor.\n\n[669966]Crafted at Tool Workstation[-],
modArmorPlatingBasicDesc,item_modifiers,mod,,,Improve your armor rating with these additional armor plates. Can be installed in any armor.\n\n[669966]Crafted at Tool Workstation[-],
modArmorPlatingReinforcedSchematic,item_modifiers,mod,,,Banded Armor Plating Mod Schematic\n\n[669966]Crafted at Tool Workstation[-],
modArmorStoragePocketDesc,item_modifiers,mod,,,Decrease encumbrance penalty by 1 by installing this modification into your armor.\n\n[669966]Crafted at Tool Workstation[-],
modArmorTripleStoragePocketDesc,item_modifiers,mod,,,Decrease encumbrance penalty by 3 by installing this modification into your armor.\n\n[669966]Crafted at Tool Workstation[-],
modArmorWaterPurifierDesc,item_modifiers,mod,,,Purifies any water consumed while installed in your helmet.\n\n[669966]Crafted at Tool Workstation[-],
modGunBarrelExtenderDesc,item_modifiers,mod,,,"Increases damage, range and aimed accuracy but makes the weapon more unwieldy when fired from the hip.\n\n[669966]Crafted at Tool Workstation[-]",
modGunDrumMagazineExtenderDesc,item_modifiers,Mod,,,This large drum magazine doubles ammo capacity on machine guns but is a little slower to reload.\n\n[669966]Crafted at Tool Workstation[-],
modGunBipodDesc,item_modifiers,mod,,,Increases accuracy and handling when aiming weapons.\n\n[669966]Crafted at Tool Workstation[-],
modGunBowArrowRestDesc,item_modifiers,mod,,,An arrow rest improves the accuracy of a bow.\n\n[669966]Crafted at Tool Workstation[-],
modGunBowPolymerStringDesc,item_modifiers,mod,,,Arrows and Bolts fly quicker and further with this modification.\n\n[669966]Crafted at Tool Workstation[-],
modGunChokeDesc,item_modifiers,mod,,,Tightens the shotgun's spread.\n\n[669966]Crafted at Tool Workstation[-],
modGunCrippleEmDesc,item_modifiers,mod,,,20% chance to cripple a leg on a bipedal target.\n\n[669966]Crafted at Tool Workstation[-],
modGunDuckbillDesc,item_modifiers,mod,,,Modifies the spread to a horizontal pattern instead of the normal round one.\n\n[669966]Crafted at Tool Workstation[-],
modGunFlashlightDesc,item_modifiers,mod,,,Installs into any firearm or crossbow.\n\nPress F to activate. Hold F to activate multiple items.\n\n[669966]Crafted at Tool Workstation[-],
modGunForegripDesc,item_modifiers,mod,,,Improves handling and accuracy when firing weapons from the hip or while moving.\n\n[669966]Crafted at Tool Workstation[-],
modGunLaserSightDesc,item_modifiers,mod,,,Helps with aiming quickly and increases accuracy when firing from the hip.\nInstalls into any firearm or crossbow.\n\nPress F to activate. Hold F to activate multiple items.\n\n[669966]Crafted at Tool Workstation[-],
modGunMagazineExtenderDesc,item_modifiers,mod,,,Increases magazine capacity.\n\n[669966]Crafted at Tool Workstation[-],
modGunShotgunTubeExtenderMagazineDesc,item_modifiers,Mod,,,Increases magazine capacity for pump shotguns by 3 shells.\n\n[669966]Crafted at Tool Workstation[-],
modGunMeleeRadRemoverDesc,item_modifiers,mod,,,Will disable the regeneration ability of radiated zombies for 90 seconds.\n\n[669966]Crafted at Tool Workstation[-],
modGunMeleeTheHunterDesc,item_modifiers,mod,,,+25% more damage to all animals.\n\n[669966]Crafted at Tool Workstation[-],
modGunMuzzleBrakeDesc,item_modifiers,mod,,,Diverts the propellant gases to reduce recoil.\n\n[669966]Crafted at Tool Workstation[-],
modGunReflexSightDesc,item_modifiers,mod,,,This sight is designed for fast target acquisition and improves weapon handling.\n\n[669966]Crafted at Tool Workstation[-],
modGunRetractingStockDesc,item_modifiers,mod,,,Improves weapon handling while moving or firing from the hip because the weapon becomes more manageable in close quarters.\n\n[669966]Crafted at Tool Workstation[-],
modGunScopeMediumDesc,item_modifiers,mod,,,Increases visual magnification when aiming.\nInstalls into medium sized firearms and crossbows.\n\n[669966]Crafted at Tool Workstation[-],
modGunScopeSmallDesc,item_modifiers,mod,,,Increases visual magnification when aiming.\nInstalls into small firearms and crossbows.\n\n[669966]Crafted at Tool Workstation[-],
modGunSoundSuppressorSilencerDesc,item_modifiers,mod,,,A sound suppressor greatly reduces the firing sound but reduces maximum range and damage.\nWorks best with small calibers and guns with a low rate of fire.\nWill not work on a revolver.\n\n[669966]Crafted at Tool Workstation[-],
modGunTriggerGroupAutomaticDesc,item_modifiers,mod,,,Modifies the trigger group to fire full auto only.\nIncreases the rate of fire and slightly increases recoil.\n\n[669966]Crafted at Tool Workstation[-],
modGunTriggerGroupBurst3Desc,item_modifiers,mod,,,Modifies the trigger group to fire 3 round bursts.\nIncreases the rate of fire and slightly increases recoil.\n\n[669966]Crafted at Tool Workstation[-],
modGunTriggerGroupSemiDesc,item_modifiers,mod,,,Modifies the trigger group to fire semi-auto only.\nIncreases the rate of fire and slightly increases recoil.\n\n[669966]Crafted at Tool Workstation[-],
modMeleeDiamondTipDesc,item_modifiers,Mod,,,Any hand tool or bladed weapon degrades 40% slower with this modification.\n\n[669966]Crafted at Tool Workstation[-],
modMeleeStunBatonRepulsorDesc,item_modifiers,Mod,,,Install this mod into a stun baton and send zombies flying on the charged hit.\n\n[669966]Crafted at Tool Workstation[-],
modMeleeBunkerBusterDesc,item_modifiers,mod,,,15% more damage against stone.\n\n[669966]Crafted at Tool Workstation[-],
modMeleeClubBarbedWireDesc,item_modifiers,mod,,,"20% chance to cause bleeding damage, 40% with power attacks.\nCan be installed in clubs.\n\n[669966]Crafted at Tool Workstation[-]",
modMeleeClubBurningShaftDesc,item_modifiers,mod,,,A melee item can double as a light source and set enemies on fire.\nCan be installed in melee tools and weapons that have a long shaft or blade.\n\n[669966]Crafted at Tool Workstation[-],
modMeleeClubMetalSpikesDesc,item_modifiers,mod,,,Each successive hit lowers enemies armor rating 20%.\nCan be installed in clubs.\n\n[669966]Crafted at Tool Workstation[-],
modMeleeClubMetalChainDesc,item_modifiers,Mod,,,10% chance to knock down opponents.\nCan be installed in clubs.\n\n[669966]Crafted at Tool Workstation[-],
modMeleeErgonomicGripDesc,item_modifiers,mod,,,Decreases melee stamina usage by 10% and increases weapon handling of bows by 10%.\n\n[669966]Crafted at Tool Workstation[-],
modMeleeFortifyingGripDesc,item_modifiers,mod,,,When health is below 50% gain 1 hit point every 5 seconds.\n\n[669966]Crafted at Tool Workstation[-],
modMeleeFiremansAxeModDesc,item_modifiers,Mod,,,Deal 25% more damage to blocks but 25% less damage to enemies.\n\n[669966]Crafted at Tool Workstation[-],
modMeleeGraveDiggerDesc,item_modifiers,mod,,,15% more damage against dirt.\n\n[669966]Crafted at Tool Workstation[-],
modMeleeIronBreakerDesc,item_modifiers,mod,,,15% more damage against iron.\n\n[669966]Crafted at Tool Workstation[-],
modMeleeSerratedBladeDesc,item_modifiers,mod,,,10% chance to cause a Bleeding Wound on a regular attack.\n\n[669966]Crafted at Tool Workstation[-],
modMeleeStructuralBraceDesc,item_modifiers,mod,,,This modification for melee weapons and tools lowers degradation by 25%.\n\n[669966]Crafted at Tool Workstation[-],
modMeleeTemperedBladeDesc,item_modifiers,mod,,,This blade modification increases block damage by 10% and lowers degradation by 15%.\n\n[669966]Crafted at Tool Workstation[-],
modMeleeWeightedHeadDesc,item_modifiers,mod,,,A modification for all melee weapons and tools.\nAdds a chance to stun and slow victims.\n\nKnives and machetes do not have a head that can be weighted.\n\n[669966]Crafted at Tool Workstation[-],
modMeleeWoodSplitterDesc,item_modifiers,mod,,,15% more damage against wood.\n\n[669966]Crafted at Tool Workstation[-],
modShotgunSawedOffBarrelDesc,item_modifiers,mod,,,Increases projectile spread.\n\n[669966]Crafted at Tool Workstation[-],
modRoboticDroneArmorPlatingModDesc,item_modifiers,Mod,,,Upgrade your robotic drone���s defensive ability with this modification. Reduces damage and degradation by 50%.\n\n[669966]Crafted at Tool Workstation[-],
modRoboticDroneCargoModDesc,item_modifiers,Mod,,,Increase your drones storage capacity with this modification. Add more for additional storage.\n\n[669966]Crafted at Tool Workstation[-],
modRoboticDroneMedicModDesc,item_modifiers,Mod,,,Modify your drone into a robotic field medic that will automatically heal you as long as medical bandages or first aid kits are in its inventory.\n\n[669966]Crafted at Tool Workstation[-],
modRoboticDroneHeadlampModDesc,item_modifiers,Mod,,,This robotic drone modification adds a headlamp to your drone to improve visibility in dark spaces.\n\n[669966]Crafted at Tool Workstation[-],
modRoboticDroneMoraleBoosterModDesc,item_modifiers,Mod,,,Stamina regeneration is increased by 10% when near the drone with this mod installed.\n\n[669966]Crafted at Tool Workstation[-],
modVehicleFuelSaverDesc,item_modifiers,Mod,,,Vehicles consume less fuel.\n\n[669966]Crafted at Tool Workstation[-],
modVehicleOffRoadHeadlightsDesc,item_modifiers,Mod,,,These off road headlights will brighten the path even on the darkest of nights.\n\n[669966]Crafted at Tool Workstation[-],
modVehicleSuperChargerDesc,item_modifiers,Mod,,,This super charger mod Increases vehicle acceleration and top speed.\n\n[669966]Crafted at Tool Workstation[-],
modVehicleExpandedSeatDesc,item_modifiers,Mod,,,Expand your seating capacity in vehicles with this mod.\n\n[669966]Crafted at Tool Workstation[-],
modVehicleReserveFuelTankDesc,item_modifiers,Mod,,,Increase your vehicle fuel storage by 50% with this mod.\n\n[669966]Crafted at Tool Workstation[-],

modArmorHelmetNightVision,item_modifiers,mod,,,Helmet Nightvision Mod,
modArmorHelmetNightVisionDesc,item_modifiers,mod,,,Equip this mod to a head piece to give yourself the ability to use night vision without the goggles.\n\n[669966]Crafted at Tool Workstation[-],
modReducedJumping,item_modifiers,mod,,,Reduced Jumping Mod,
modReducedJumpingDesc,item_modifiers,mod,,,Equip this mod to any feet armour piece to temporarily set your parkour perk level to 0.\n\n[669966]Crafted at Tool Workstation[-],
modHDMeleeGraveDigger,item_modifiers,mod,,,HD Grave Digger Mod,
modHDMeleeGraveDiggerDesc,item_modifiers,mod,,,Equip this mod to a melee tool to receive 30% damage bonus to dirt.\n\n[669966]Crafted at Tool Workstation[-],
modHDMeleeBunkerBuster,item_modifiers,mod,,,HD Bunker Buster Mod,
modHDMeleeBunkerBusterDesc,item_modifiers,mod,,,Equip this mod to a melee item to receive 30% damage bonus to stone.\n\n[669966]Crafted at Tool Workstation[-],
modHDMeleeIronBreaker,item_modifiers,mod,,,HD Iron Breaker Mod,
modHDMeleeIronBreakerDesc,item_modifiers,mod,,,Equip this mod to a melee item to receive 30% damage bonus to iron.\n\n[669966]Crafted at Tool Workstation[-],
modHDMeleeWoodSplitter,item_modifiers,mod,,,HD Wood Splitter Mod,
modHDMeleeWoodSplitterDesc,item_modifiers,mod,,,Equip this mod to a melee item to recieve 30% damage bonus to wood.\n\n[669966]Crafted at Tool Workstation[-],
modArmorQuadStoragePocket,item_modifiers,mod,,,Quad Storage Pocket Mod,
modArmorQuadStoragePocketDesc,item_modifiers,mod,,,Equip this mod to a armour piece to receive a additional 4 carrying capacity.\n\n[669966]Crafted at Tool Workstation[-],
modHDArmorBandolier,item_modifiers,mod,,,HD Bandolier Mod,
modHDArmorBandolierDesc,item_modifiers,mod,,,Equip this mod to a chest or leg armour piece to receive 30% faster reloading speed.\n\n[669966]Crafted at Tool Workstation[-],
modArmorPlatingHD,item_modifiers,mod,,,HD Armour Plating Mod,
